word	sound
understanding	ˌʌndəˈstændɪŋ
banks	bæŋks
exist	ɪɡˈzɪst
Thursday	ˈθɜːzdeɪ
lists	lɪsts
protection	prəˈtekʃ(ə)n
reality	ri(ː)ˈælɪtɪ
mission	ˈmɪʃ(ə)n
wife	waɪf
actual	ˈæktʃʊəl
USA	ˌjuːˌesˈeɪ
Wednesday	ˈwenzdeɪ
bit	bɪt
foreign	ˈfɒrən
kind	kaɪnd
box	bɒks
direct	dɪˈrekt
committee	kəˈmɪtɪ
met	met
exactly	ɪɡˈzæktlɪ
Many	ˈmenɪ
kids	kɪdz
demand	dɪˈmɑːnd
username	ˈjuːzəneɪm
budget	ˈbʌdʒət
nation	ˈneɪʃ(ə)n
whatever	wɒtˈevə
central	ˈsentr(ə)l
plant	plɑːnt
separate	ˈsepreɪt
Spanish	ˈspænɪʃ
forward	ˈfɔːwəd
Google	ˈɡuːɡ(ə)l
growing	ˈɡrəʊɪŋ
etc	etˈsetrə
active	ˈæktɪv
eight	eɪt
William	ˈwɪlɪəm
format	ˈfɔːmæt
funding	ˈfʌndɪŋ
Because	bɪˈkɒz
presented	prɪˈzentɪd
requires	rɪˈkwaɪəz
effective	ɪˈfektɪv
didn	ˈdɪd(ə)n
specifically	spəˈsɪfɪk(ə)lɪ
opened	ˈəʊpənd
offers	ˈɒfəz
General	ˈdʒen(ə)rəl
heart	hɑːt
levels	ˈlev(ə)lz
views	vjuːz
cent	sent
method	ˈmeθəd
crisis	ˈkraɪsɪs
Committee	kəˈmɪtɪ
credit	ˈkredɪt
degree	dɪˈɡriː
seem	siːm
firm	fɜːm
documents	ˈdɒkjʊments
kept	kept
charge	tʃɑːdʒ
See	siː
coverage	ˈkʌv(ə)rɪdʒ
speech	spiːtʃ
battle	ˈbæt(ə)l
difficult	ˈdɪfɪk(ə)lt
feature	ˈfiːtʃə
starting	ˈstɑːtɪŋ
noted	ˈnəʊtɪd
Spain	speɪn
tell	tel
values	ˈvæljuːz
Welcome	ˈwelkəm
Then	ðen
library	ˈlaɪbr(ə)rɪ
red	red
Wales	weɪlz
finding	ˈfaɪndɪŋ
communities	kəˈmjuːnɪtɪz
funds	fʌndz
Saturday	ˈsætədeɪ
progress	prəˈɡres
interesting	ˈɪntrəstɪŋ
showing	ˈʃəʊɪŋ
overall	ˈəʊvərɔːl
fair	feə
respect	rɪˈspekt
manager	ˈmænɪdʒə
remember	rɪˈmembə
relationship	rɪˈleɪʃ(ə)nʃɪp
remain	rɪˈmeɪn
Even	ˈiːv(ə)n
goes	ɡəʊz
summary	ˈsʌmərɪ
served	sɜːvd
range	reɪndʒ
neither	ˈnaɪðə
television	ˈtelɪˌvɪʒ(ə)n
behavior	bɪˈheɪvjə
positive	ˈpɒzətɪv
judge	dʒʌdʒ
Smith	smɪθ
purpose	ˈpɜːpəs
spent	spent
collection	kəˈlekʃ(ə)n
leadership	ˈliːdəʃɪp
basic	ˈbeɪsɪk
joined	dʒɔɪnd
League	liːɡ
mistake	mɪˈsteɪk
crime	kraɪm
income	ˈɪŋkʌm
winning	ˈwɪnɪŋ
animals	ˈænɪm(ə)lz
background	ˈbækɡraʊnd
pressure	ˈpreʃə
peace	piːs
Paris	ˈpærɪs
Party	ˈpɑːtɪ
writer	ˈraɪtə
Bush	bʊʃ
receive	rɪˈsiːv
drive	draɪv
investigation	ɪnˌvestɪˈɡeɪʃ(ə)n
businesses	ˈbɪznəsɪz
voice	vɔɪs
Mexico	ˈmeksɪkəʊ
Army	ˈɑːmɪ
Peter	ˈpiːtə
White	waɪt
experiment	ɪkˈsperɪmənt
impact	ɪmˈpækt
figures	ˈfɪɡəz
aircraft	ˈeəkrɑːft
travel	ˈtræv(ə)l
completed	kəmˈpliːtɪd
Indian	ˈɪndɪən
chief	tʃiːf
File	faɪl
officers	ˈɒfɪsəz
episode	ˈepɪsəʊd
calls	kɔːlz
serious	ˈsɪərɪəs
drugs	drʌɡz
measure	ˈmeʒə
Two	tuː
changing	ˈtʃeɪndʒɪŋ
investment	ɪnˈvestmənt
looks	lʊks
units	ˈjuːnɪts
opening	ˈəʊp(ə)nɪŋ
damage	ˈdæmɪdʒ
suggest	səˈdʒest
placed	pleɪst
Thomas	ˈtɒməs
religious	rɪˈlɪdʒəs
log	lɒɡ
amount	əˈmaʊnt
cited	ˈsaɪtɪd
showed	ʃəʊd
drug	drʌɡ
pass	pɑːs
error	ˈerə
accounts	əˈkaʊnts
novel	ˈnɒv(ə)l
ship	ʃɪp
strategy	ˈstrætədʒɪ
films	fɪlmz
south	saʊθ
turned	tɜːnd
claimed	kleɪmd
authorities	ɔːˈθɒrətɪz
recorded	rɪˈkɔːdɪd
obviously	ˈɒbvɪəslɪ
Street	striːt
happened	ˈhæpənd
models	ˈmɒd(ə)lz
methods	ˈmeθədz
newspaper	ˈnjuːspeɪpə
physical	ˈfɪzɪk(ə)l
River	ˈrɪvə
Robert	ˈrɒbət
suggested	səˈdʒestɪd
morning	ˈmɔːnɪŋ
rates	reɪts
stories	ˈstɔːrɪz
Ukraine	juːˈkreɪn
supporting	səˈpɔːtɪŋ
Most	məʊst
institutions	ˌɪnstɪˈtjuːʃ(ə)nz
accept	əkˈsept
POV	pɑːv
commercial	kəˈmɜːʃ(ə)l
option	ˈɒpʃ(ə)n
tools	tuːlz
cities	ˈsɪtɪz
surface	ˈsɜːfɪs
residents	ˈrezɪdənts
Company	ˈkʌmpənɪ
victory	ˈvɪkt(ə)rɪ
Pakistan	ˌpɑːkɪˈstɑːn
yes	jes
expect	ɪkˈspekt
letter	ˈletə
Brown	braʊn
magazine	ˌmæɡəˈziːn
contest	kənˈtest
capacity	kəˈpæsɪtɪ
explain	ɪkˈspleɪn
gas	ɡæs
passed	pɑːst
accepted	əkˈseptɪd
weight	weɪt
quote	kwəʊt
star	stɑː
w	ˈdʌbljuː
award	əˈwɔːd
supported	səˈpɔːtɪd
condition	kənˈdɪʃ(ə)n
sections	ˈsekʃ(ə)nz
dispute	dɪˈspjuːt
academic	ˌækəˈdemɪk
Virginia	vəˈdʒɪnɪə
facilities	fəˈsɪlɪtɪz
missing	ˈmɪsɪŋ
Chicago	ʃɪˈkɑːɡəʊ
lot	lɒt
debt	det
beginning	bɪˈɡɪnɪŋ
murder	ˈmɜːdə
reporting	rɪˈpɔːtɪŋ
eventually	ɪˈventʃʊəlɪ
Western	ˈwestən
north	nɔːθ
watch	wɒtʃ
plus	plʌs
majority	məˈdʒɒrɪtɪ
toward	təˈwɔːd
historical	hɪˈstɒrɪk(ə)l
markets	ˈmɑːkɪts
minutes	ˈmɪnɪts
advice	ədˈvaɪs
safe	seɪf
stay	steɪ
interests	ˈɪntrəsts
measures	ˈmeʒəz
assistance	əˈsɪst(ə)ns
Commission	kəˈmɪʃ(ə)n
difference	ˈdɪf(ə)r(ə)ns
caused	kɔːzd
definition	ˌdefɪˈnɪʃ(ə)n
color	ˈkʌlə
whom	huːm
prices	ˈpraɪsɪz
seeing	ˈsiːɪŋ
blood	blʌd
files	faɪlz
helped	helpt
items	ˈaɪtəmz
legislation	ˌledʒɪsˈleɪʃ(ə)n
songs	sɒŋz
trust	trʌst
Canadian	kəˈneɪdɪən
break	breɪk
train	treɪn
Another	əˈnʌðə
Our	ˈaʊə
abuse	əˈbjuːs
balance	ˈbæləns
faith	feɪθ
tour	tʊə
improve	ɪmˈpruːv
female	ˈfiːmeɪl
failed	feɪld
Information	ˌɪnfəˈmeɪʃ(ə)n
appeal	əˈpiːl
statements	ˈsteɪtmənts
hearing	ˈhɪərɪŋ
opposition	ˌɒpəˈzɪʃ(ə)n
signed	saɪnd
spending	ˈspendɪŋ
candidate	ˈkændɪdət
reach	riːtʃ
twice	twaɪs
married	ˈmærɪd
proper	ˈprɒpə
marriage	ˈmærɪdʒ
EU	ɜː
front	frʌnt
notes	nəʊts
host	həʊst
literature	ˈlɪt(ə)rətʃə
wish	wɪʃ
charges	ˈtʃɑːdʒɪz
Or	ɔː
cancer	ˈkænsə
greater	ˈɡreɪtə
rise	raɪz
worth	wɜːθ
felt	felt
paragraph	ˈpærəɡrɑːf
Yes	jes
isn	ɪsn
Great	ɡreɪt
army	ˈɑːmɪ
artist	ˈɑːtɪst
History	ˈhɪst(ə)rɪ
display	dɪˈspleɪ
happen	ˈhæp(ə)n
formed	fɔːmd
fighting	ˈfaɪtɪŋ
finished	ˈfɪnɪʃt
aid	eɪd
object	əbˈdʒekt
direction	dɪˈrekʃ(ə)n
introduced	ˌɪntrəˈdjuːst
coach	kəʊtʃ
info	ˈɪnfəʊ
killing	ˈkɪlɪŋ
News	njuːz
finally	ˈfaɪn(ə)lɪ
categories	ˈkætɪɡərɪz
scientists	ˈsaɪəntɪsts
store	stɔː
readers	ˈriːdəz
Italian	ɪˈtæljən
previously	ˈpriːvɪəslɪ
yesterday	ˈjestədɪ
putting	ˈpʊtɪŋ
Education	ˌedʒʊˈkeɪʃ(ə)n
supply	səˈplaɪ
regular	ˈreɡjʊlə
rich	rɪtʃ
facility	fəˈsɪlɪtɪ
Black	blæk
runs	rʌnz
IP	ɪp
freedom	ˈfriːdəm
courses	ˈkɔːsɪz
buildings	ˈbɪldɪŋz
Of	ɒv
campus	ˈkæmpəs
division	dɪˈvɪʒ(ə)n
discussed	dɪˈskʌst
cash	kæʃ
famous	ˈfeɪməs
regional	ˈriːdʒən(ə)l
survey	səˈveɪ
forms	fɔːmz
edited	ˈedɪtɪd
Georgia	ˈdʒɔːdʒə
officer	ˈɒfɪsə
parts	pɑːts
Bill	bɪl
unique	juːˈniːk
contributing	kənˈtrɪbjuːtɪŋ
enjoy	ɪnˈdʒɔɪ
posted	ˈpəʊstɪd
creation	kriːˈeɪʃ(ə)n
setting	ˈsetɪŋ
Afghanistan	æfˌɡænɪˈstɑːn
throughout	θruːaʊt
develop	dɪˈveləp
scene	siːn
contains	kənˈteɪnz
citizens	ˈsɪtɪzənz
holding	ˈhəʊldɪŋ
weapons	ˈwepənz
concept	ˈkɒnsept
cars	kɑːz
Society	səˈsaɪətɪ
truth	truːθ
ability	əˈbɪlətɪ
votes	vəʊts
processes	ˈprəʊsesɪz
Board	bɔːd
plants	plɑːnts
bar	bɑː
scientific	ˌsaɪənˈtɪfɪk
radio	ˈreɪdɪəʊ
Road	rəʊd
allowing	əˈlaʊɪŋ
helping	ˈhelpɪŋ
nomination	ˌnɒmɪˈneɪʃ(ə)n
Mark	mɑːk
buy	baɪ
speed	spiːd
limit	ˈlɪmɪt
classes	ˈklɑːsɪz
responsibility	rɪˌspɒnsəˈbɪlɪtɪ
Music	ˈmjuːzɪk
discussions	dɪˈskʌʃ(ə)nz
happy	ˈhæpɪ
manner	ˈmænə
Charles	tʃɑːlz
score	skɔː
Other	ˈʌðə
keeping	ˈkiːpɪŋ
task	tɑːsk
step	step
practices	ˈpræktɪsɪz
stand	stænd
fear	fɪə
Day	deɪ
increasing	ɪnˈkriːsɪŋ
larger	ˈlɑːdʒə
audience	ˈɔːdɪəns
agencies	ˈeɪdʒənsɪz
Earth	ɜːθ
meant	ment
Martin	ˈmɑːtɪn
decisions	dɪˈsɪʒ(ə)nz
D	diː
d	diː
Its	ɪts
tests	tests
opportunity	ˌɒpəˈtjuːnɪtɪ
phone	fəʊn
failure	ˈfeɪljə
More	mɔː
cultural	ˈkʌltʃ(ə)r(ə)l
researchers	rɪˈsɜːtʃəz
vehicle	ˈviːɪk(ə)l
X	eks
Syria	ˈsɪrɪə
numerous	ˈnjuːm(ə)rəs
Richard	ˈrɪtʃəd
positions	pəˈzɪʃ(ə)nz
Research	rɪˈsɜːtʃ
alternative	ɔːlˈtɜːnətɪv
Institute	ˈɪnstɪtjuːt
voters	ˈvəʊtəz
elections	ɪˈlekʃ(ə)nz
elements	ˈelɪmənts
interview	ˈɪntəvjuː
league	liːɡ
easy	ˈiːzɪ
democracy	dɪˈmɒkrəsɪ
daughter	ˈdɔːtə
technical	ˈteknɪk(ə)l
plays	pleɪz
mass	mæs
fund	fʌnd
shown	ʃəʊn
victims	ˈvɪktɪmz
titles	ˈtaɪt(ə)lz
Greek	ɡriːk
Hall	hɔːl
identified	aɪˈdentɪfaɪd
Police	pəˈliːs
friend	frend
border	ˈbɔːdə
allows	əˈlaʊz
ended	ˈendɪd
girls	ɡɜːlz
programme	ˈprəʊɡræm
fish	fɪʃ
false	fɔːls
able	ˈeɪb(ə)l
Science	ˈsaɪəns
performed	pəˈfɔːmd
transfer	trænˈsfɜː
obvious	ˈɒbvɪəs
chance	tʃɑːns
designed	dɪˈzaɪnd
politicians	ˌpɒlɪˈtɪʃ(ə)nz
mainly	ˈmeɪnlɪ
photo	ˈfəʊtəʊ
offering	ˈɒf(ə)rɪŋ
ensure	ɪnˈʃʊə
Well	wel
justice	ˈdʒʌstɪs
spread	spred
easily	ˈiːzəlɪ
union	ˈjuːnɪən
Here	hɪə
weekend	wiːkˈend
street	striːt
leaves	liːvz
Cup	kʌp
bot	bɒt
fit	fɪt
controversial	ˌkɒntrəˈvɜːʃ(ə)l
Health	helθ
defense	dɪˈfens
email	ˈiːmeɪl
prevent	prɪˈvent
publication	ˌpʌblɪˈkeɪʃ(ə)n
Web	web
incident	ˈɪnsɪd(ə)nt
employment	ɪmˈplɔɪmənt
homes	həʊmz
minor	ˈmaɪnə
selected	sɪˈlektɪd
patient	ˈpeɪʃ(ə)nt
mine	maɪn
advertising	ˈædvətaɪzɪŋ
effects	ɪˈfekts
candidates	ˈkændɪdəts
icon	ˈaɪkɒn
communication	kəˌmjuːnɪˈkeɪʃ(ə)n
pictures	ˈpɪktʃəz
returned	rɪˈtɜːnd
daily	ˈdeɪlɪ
arguments	ˈɑːɡjʊmənts
topics	ˈtɒpɪks
appeared	əˈpɪəd
guide	ɡaɪd
sex	seks
criticism	ˈkrɪtɪsɪz(ə)m
exists	ɪɡˈzɪsts
soldiers	ˈsəʊldʒəz
participants	pɑːˈtɪsɪpənts
avoid	əˈvɔɪd
Best	best
gone	ɡɒn
Both	bəʊθ
green	ɡriːn
remaining	rɪˈmeɪnɪŋ
copy	ˈkɒpɪ
girl	ɡɜːl
gold	ɡəʊld
decided	dɪˈsaɪdɪd
teacher	ˈtiːtʃə
Office	ˈɒfɪs
guy	ɡaɪ
memory	ˈmem(ə)rɪ
huge	hjuːdʒ
older	ˈəʊldə
causes	ˈkɔːzɪz
scale	skeɪl
housing	ˈhaʊzɪŋ
Scottish	ˈskɒtɪʃ
Law	lɔː
anyway	ˈenɪweɪ
smaller	ˈsmɔːlə
fully	ˈfʊlɪ
Lord	lɔːd
resolution	ˌrezəˈluːʃ(ə)n
centre	ˈsentə
Foundation	faʊnˈdeɪʃ(ə)n
lack	læk
consumers	kənˈsjuːməz
device	dɪˈvaɪs
male	meɪl
database	ˈdeɪtəbeɪs
improved	ɪmˈpruːvd
shall	ʃæl
cast	kɑːst
entirely	ɪnˈtaɪəlɪ
redirect	ˌriːdəˈrekt
remained	rɪˈmeɪnd
confirmed	kənˈfɜːmd
speak	spiːk
Jews	dʒuːz
fields	fiːldz
Cameron	ˈkæmərən
sector	ˈsektə
covered	ˈkʌvəd
fixed	fɪkst
sport	spɔːt
governments	ˈɡʌvənmənts
OK	əʊˈkeɪ
artists	ˈɑːtɪsts
c	siː
minister	ˈmɪnɪstə
agreed	əˈɡriːd
represent	ˌriːprɪˈzent
hands	hændz
m	em
pain	peɪn
persons	ˈpɜːs(ə)nz
Division	dɪˈvɪʒ(ə)n
Johnson	ˈdʒɑːnsən
exercise	ˈeksəsaɪz
serve	sɜːv
owner	ˈəʊnə
brain	breɪn
guideline	ˈɡaɪdlaɪn
Service	ˈsɜːvɪs
fun	fʌn
Man	mæn
During	ˈdjʊərɪŋ
label	ˈleɪb(ə)l
flight	flaɪt
doubt	daʊt
planned	plænd
detail	ˈdiːteɪl
Bank	bæŋk
options	ˈɒpʃ(ə)nz
Jewish	ˈdʒuːɪʃ
objects	əbˈdʒekts
functions	ˈfʌŋkʃ(ə)nz
BBC	ˌbiːbiːˈsiː
O	əʊ
mark	mɑːk
birth	bɜːθ
properly	ˈprɒpəlɪ
troops	truːps
Asia	ˈeɪdʒə
route	ruːt
matters	ˈmætəz
annual	ˈænjʊəl
experts	ˈekspɜːts
nine	naɪn
calling	ˈkɔːlɪŋ
investors	ɪnˈvestəz
operating	ˈɒp(ə)reɪtɪŋ
stock	stɒk
conduct	kənˈdʌkt
executive	ɪɡˈzekjʊtɪv
feeling	ˈfiːlɪŋ
negative	ˈneɡətɪv
Life	laɪf
shared	ʃeəd
reviews	rɪˈvjuːz
helpful	ˈhelpfəl
tried	traɪd
talking	ˈtɔːkɪŋ
Love	lʌv
sports	spɔːts
river	ˈrɪvə
templates	ˈtemplɪts
cells	selz
ban	bæn
according	əˈkɔːdɪŋ
park	pɑːk
screen	skriːn
Democrats	ˈdeməkræts
council	ˈkaʊns(ə)l
located	ləʊˈkeɪtɪd
Club	klʌb
count	kaʊnt
pretty	ˈprɪtɪ
draft	drɑːft
elsewhere	ˌelsˈweə
wants	wɒnts
Do	duː
merely	ˈmɪəlɪ
reduced	rɪˈdjuːst
approved	əˈpruːvd
Turkey	ˈtɜːkɪ
becomes	bɪˈkʌmz
build	bɪld
Republican	rɪˈpʌblɪkən
eyes	aɪz
letters	ˈletəz
explained	ɪkˈspleɪnd
houses	ˈhaʊzɪz
shares	ʃeəz
associated	əˈsəʊʃɪeɪtɪd
Brazil	brəˈzɪl
removing	rɪˈmuːvɪŋ
talks	tɔːks
actor	ˈæktə
techniques	tekˈniːks
List	lɪst
Ohio	əʊˈhaɪəʊ
wiki	ˈwɪkɪ
contribs	kənˈtrɪbz
sea	siː
humans	ˈhjuːmənz
rock	rɒk
accurate	ˈækjərət
machine	məˈʃiːn
subjects	səbˈdʒekts
rest	rest
primarily	ˈpraɪm(ə)rɪlɪ
Perhaps	pəˈhæps
split	splɪt
procedures	prəˈsiːdʒəz
revert	rɪˈvɜːt
driving	ˈdraɪvɪŋ
Like	laɪk
path	pɑːθ
core	kɔː
ten	ten
papers	ˈpeɪpəz
seriously	ˈsɪərɪəslɪ
scheme	skiːm
Greece	ɡriːs
Island	ˈaɪlənd
Central	ˈsentr(ə)l
becoming	bɪˈkʌmɪŋ
regulations	ˌreɡjʊˈleɪʃ(ə)nz
thanks	θæŋks
Jesus	ˈdʒiːzəs
challenges	ˈtʃæləndʒɪz
u	juː
Michigan	ˈmɪʃɪɡən
Irish	ˈaɪ(ə)rɪʃ
Republicans	rɪˈpʌblɪkənz
Art	ɑːt
messages	ˈmesɪdʒɪz
engine	ˈendʒɪn
neutral	ˈnjuːtr(ə)l
piece	piːs
opportunities	ˌɒpəˈtjuːnɪtɪz
examples	ɪɡˈzɑːmp(ə)lz
description	dɪˈskrɪpʃ(ə)n
reform	rɪˈfɔːm
NPOV	npɑːv
save	seɪv
Green	ɡriːn
Project	prəˈdʒekt
Good	ɡʊd
assets	ˈæsets
Tom	tɒm
fell	fel
assessment	əˈsesmənt
senior	ˈsiːnɪə
circumstances	ˈsɜːkəmstənsɪz
blue	bluː
tournament	ˈtɔːnəmənt
linked	lɪŋkt
boy	bɔɪ
county	ˈkaʊntɪ
decide	dɪˈsaɪd
strike	straɪk
stars	stɑːz
asking	ˈɑːskɪŋ
couple	ˈkʌp(ə)l
Only	ˈəʊnlɪ
threat	θret
youth	juːθ
territory	ˈterɪt(ə)rɪ
double	ˈdʌb(ə)l
doctors	ˈdɒktəz
Williams	ˈwɪljəmz
Parliament	ˈpɑːləmənt
west	west
marketing	ˈmɑːkɪtɪŋ
effectively	ɪˈfektɪvlɪ
identify	aɪˈdentɪfaɪ
command	kəˈmɑːnd
Jones	dʒəʊnz
Once	wʌns
drop	drɒp
length	leŋkθ
entered	ˈentəd
perspective	pəˈspektɪv
civil	ˈsɪv(ə)l
quarter	ˈkwɔːtə
citation	saɪˈteɪʃ(ə)n
herself	hɜːˈself
Time	taɪm
prison	ˈprɪz(ə)n
typically	ˈtɪpɪk(ə)lɪ
environmental	ɪnˌvaɪərənˈment(ə)l
ISBN	ɪsbn
east	iːst
authors	ˈɔːθəz
speaking	ˈspiːkɪŋ
Senate	ˈsenɪt
featured	ˈfiːtʃəd
intelligence	ɪnˈtelɪdʒ(ə)ns
bringing	ˈbrɪŋɪŋ
shooting	ˈʃuːtɪŋ
Yet	jet
traffic	ˈtræfɪk
looked	lʊkt
combined	kəmˈbaɪnd
philosophy	fɪˈlɒsəfɪ
perfect	pəˈfekt
Times	taɪmz
nice	naɪs
partner	ˈpɑːtnə
identity	aɪˈdentɪtɪ
plane	pleɪn
Lee	liː
forced	fɔːst
Despite	dɪˈspaɪt
Pennsylvania	ˌpenslˈveɪnɪə
sort	sɔːt
brother	ˈbrʌðə
applied	əˈplaɪd
shape	ʃeɪp
awards	əˈwɔːdz
T	tiː
Jack	dʒæk
Articles	ˈɑːtɪk(ə)lz
opinions	əˈpɪnɪənz
none	nʌn
citations	saɪˈteɪʃ(ə)nz
Minister	ˈmɪnɪstə
Boston	ˈbɒstən
discovered	dɪˈskʌvəd
appearance	əˈpɪər(ə)ns
window	ˈwɪndəʊ
Chris	krɪs
involving	ɪnˈvɒlvɪŋ
illegal	ɪˈliːɡ(ə)l
Mary	ˈmeərɪ
photos	ˈfəʊtəʊz
contribute	kənˈtrɪbjuːt
elected	ɪˈlektɪd
delay	dɪˈleɪ
Henry	ˈhenrɪ
hotel	ˌhəʊˈtel
serving	ˈsɜːvɪŋ
injury	ˈɪndʒ(ə)rɪ
strength	streŋθ
revealed	rɪˈviːld
prior	ˈpraɪə
issued	ˈɪʃuːd
Women	ˈwɪmɪn
engineering	ˌendʒɪˈnɪərɪŋ
distribution	ˌdɪstrɪˈbjuːʃ(ə)n
wall	wɔːl
frequently	ˈfriːkwəntlɪ
door	dɔː
Clinton	ˈklɪntən
experienced	ɪkˈspɪərɪənst
winner	ˈwɪnə
camp	kæmp
tagged	tæɡd
begin	bɪˈɡɪn
tool	tuːl
High	haɪ
maintain	meɪnˈteɪn
powers	ˈpaʊəz
seat	siːt
deep	diːp
spot	spɒt
administrator	ədˈmɪnɪstreɪtə
Scott	skɑːt
explanation	ˌekspləˈneɪʃ(ə)n
S	es
controversy	ˈkɒntrəvɜːsɪ
E	iː
vehicles	ˈviːɪk(ə)lz
Today	təˈdeɪ
contain	kənˈteɪn
independence	ˌɪndɪˈpendəns
Library	ˈlaɪbr(ə)rɪ
cuts	kʌts
spring	sprɪŋ
selling	ˈselɪŋ
purposes	ˈpɜːpəsɪz
apply	əˈplaɪ
solutions	səˈluːʃ(ə)nz
dates	deɪts
concerning	kənˈsɜːnɪŋ
suggests	səˈdʒests
ClueBot	ˈkluːbəʊ
properties	ˈprɒpətɪz
join	dʒɔɪn
replaced	rɪˈpleɪst
Will	wɪl
initial	ɪˈnɪʃ(ə)l
domestic	dəˈmestɪk
license	ˈlaɪs(ə)ns
Award	əˈwɔːd
powerful	ˈpaʊəfəl
driver	ˈdraɪvə
et	et
flag	flæɡ
card	kɑːd
Museum	mju(ː)ˈziːəm
represented	ˌriːprɪˈzentɪd
bought	bɔːt
fashion	ˈfæʃ(ə)n
languages	ˈlæŋɡwɪdʒɪz
archive	ˈɑːkaɪv
launched	lɔːntʃt
believed	bɪˈliːvd
nearby	ˈnɪəbaɪ
worldwide	ˈwɜːldwaɪd
recovery	rɪˈkʌvərɪ
advanced	ədˈvɑːnst
platform	ˈplætfɔːm
considering	kənˈsɪd(ə)rɪŋ
Where	weə
Red	red
Who	huː
N	en
infrastructure	ˈɪnfrəstrʌktʃə
supports	səˈpɔːts
ran	ræn
connection	kəˈnekʃ(ə)n
African	ˈæfrɪkən
Don	dɒn
ahead	əˈhed
improving	ɪmˈpruːvɪŋ
receiving	rɪˈsiːvɪŋ
worse	wɜːs
largely	ˈlɑːdʒlɪ
continues	kənˈtɪnjuːz
Hill	hɪl
trees	triːz
Can	kæn
fuel	ˈfjuːəl
lies	laɪz
cite	saɪt
crew	kruː
sets	sets
types	taɪps
brand	brænd
exchange	ɪkˈstʃeɪndʒ
Christmas	ˈkrɪs(t)məs
send	send
Program	ˈprəʊɡræm
Her	hə
conducted	kənˈdʌktɪd
interested	ˈɪnt(ə)rəstɪd
promotion	prəˈməʊʃ(ə)n
expanded	ɪkˈspændɪd
arms	ɑːmz
producer	prəˈdjuːsə
San	sæn
session	ˈseʃ(ə)n
feet	fiːt
channel	ˈtʃæn(ə)l
highly	ˈhaɪlɪ
boys	bɔɪz
ordered	ˈɔːdəd
extended	ɪkˈstendɪd
Maybe	meɪbiː
climate	ˈklaɪmət
devices	dɪˈvaɪsɪz
heat	hiːt
continuing	kənˈtɪnjuːɪŋ
usage	ˈjuːsɪdʒ
Article	ˈɑːtɪk(ə)l
watching	ˈwɒtʃɪŋ
Egypt	ˈiːdʒɪpt
R	ɑː
x	eks
net	net
fourth	fɔːθ
singer	ˈsɪŋə
institution	ˌɪnstɪˈtjuːʃ(ə)n
supporters	səˈpɔːtəz
Unfortunately	ʌnˈfɔːtʃʊnətlɪ
nations	ˈneɪʃ(ə)nz
entire	ɪnˈtaɪə
reduce	rɪˈdjuːs
Mike	maɪk
adopted	əˈdɒptɪd
beat	biːt
launch	lɔːntʃ
distance	ˈdɪst(ə)ns
P	piː
recording	rɪˈkɔːdɪŋ
winter	ˈwɪntə
animal	ˈænɪm(ə)l
husband	ˈhʌzbənd
dangerous	ˈdeɪndʒ(ə)rəs
insurance	ɪnˈʃʊər(ə)ns
wide	waɪd
weather	ˈweðə
voting	ˈvəʊtɪŋ
tree	triː
dark	dɑːk
motion	ˈməʊʃ(ə)n
matches	ˈmætʃɪz
blocks	blɒks
attended	əˈtendɪd
bodies	ˈbɒdɪz
Under	ˈʌndə
adults	ˈædʌlts
regime	reɪˈʒiːm
statistics	stəˈtɪstɪks
heavy	ˈhevɪ
reasonable	ˈriːznəb(ə)l
steps	steps
attempt	əˈtempt
bridge	brɪdʒ
baby	ˈbeɪbɪ
Joe	dʒəʊ
computers	kəmˈpjuːtəz
hear	hɪə
importance	ɪmˈpɔːt(ə)ns
Press	pres
passing	ˈpɑːsɪŋ
knew	njuː
server	ˈsɜːvə
draw	drɔː
Their	ðeə
taxes	ˈtæksɪz
accused	əˈkjuːzd
Poland	ˈpəʊlənd
unconstructive	ˌʌnkənˈstrəktɪv
fast	fɑːst
hits	hɪts
dollars	ˈdɒləz
meetings	ˈmiːtɪŋz
restored	rɪˈstɔːd
dropped	drɒpt
Facebook	ˈfeɪsbʊk
Before	bɪˈfɔː
poverty	ˈpɒvətɪ
ball	bɔːl
Dutch	dʌtʃ
Tony	ˈtəʊnɪ
protect	prəˈtekt
sorry	ˈsɒrɪ
sell	sel
universities	ˌjuːnɪˈvɜːsɪtɪz
nuclear	ˈnjuːklɪə
largest	ˈlɑːdʒɪst
structures	ˈstrʌktʃəz
directed	dɪˈrektɪd
improvement	ɪmˈpruːvmənt
experiences	ɪkˈspɪərɪənsɪz
marked	mɑːkt
standing	ˈstændɪŋ
procedure	prəˈsiːdʒə
Illinois	ˌɪləˈnɔɪ
telling	ˈtelɪŋ
island	ˈaɪlənd
concerned	kənˈsɜːnd
principle	ˈprɪnsəp(ə)l
principles	ˈprɪnsəp(ə)lz
settlement	ˈsetlmənt
corporate	ˈkɔːp(ə)rət
eye	aɪ
flow	fləʊ
alleged	əˈledʒd
owners	ˈəʊnəz
onto	ɒntuː
fix	fɪks
risks	rɪsks
Lake	leɪk
volume	ˈvɒljuːm
print	prɪnt
Professor	prəˈfesə
compared	kəmˈpeəd
About	əˈbaʊt
decades	ˈdekeɪdz
clean	kliːn
Korea	kəˈrɪə
dog	dɒɡ
die	daɪ
choose	tʃuːz
originally	əˈrɪdʒ(ə)nəlɪ
seeking	ˈsiːkɪŋ
