,Word,Number_of_edges
1620,musical,2
1621,peacefulness,1
1622,thiopental,1
1623,regnant,2
1624,thanks,1
1625,extol,1
1626,shout,4
1627,cowhand,1
1628,righteous,2
1629,meteorologic,1
1630,usable,4
1631,erosive,2
1632,stargazer,1
1633,eroded,4
1634,cooler,4
1635,immunosuppressive,1
1636,sparse,2
1637,night,1
1638,flatter,19
1639,caliper,1
1640,born,27
1641,hassle,10
1642,pugnacious,1
1643,bore,32
1644,contaminating,4
1645,confusing,15
1646,adorably,1
1647,congratulate,1
1648,bewilder,4
1649,prelacy,1
1650,asking,10
1651,melange,3
1652,cortical,2
1653,adorable,1
1654,participation,1
1655,peek,2
1656,peel,4
1657,elucidate,2
1658,ratable,1
1659,substitution,3
1660,peer,2
1661,peep,3
1662,balkanize,1
1663,shariah,1
1664,warping,5
1665,wasting,15
1666,disarrayed,2
1667,sparing,4
1668,profession,2
1669,rendering,19
1670,obligate,4
1671,auricular,1
1672,stumble,6
1673,familiarize,1
1674,deception,21
1675,frill,1
1676,sovereign,3
1677,wrongdoing,1
1678,needled,2
1679,diligence,1
1680,consolatory,1
1681,freelancer,2
1682,melanosis,1
1683,boon,1
1684,emulous,1
1685,retroflexed,1
1686,ancestral,2
1687,maximum,1
1688,unleaded,1
1689,luffa,1
1690,prayer,5
1691,constriction,4
1692,hoarseness,1
1693,featherbedding,9
1694,authoritarianism,4
1695,detox,1
1696,ramify,1
1697,bede,1
1698,faze,2
1699,signore,1
1700,biramous,1
1701,accolade,1
1702,phlegm,5
1703,concept,1
1704,diplomacy,4
1705,deservingness,1
1706,horseback,1
1707,supplement,4
1708,battle,12
1709,interlaced,9
1710,revitalisation,1
1711,aristocratic,2
1712,dissatisfied,1
1713,recoding,1
1714,justificatory,1
1715,syphilis,1
1716,earthier,1
1717,chirrup,1
1718,airing,12
1719,alterative,1
1720,flammable,1
1721,skulduggery,1
1722,guy,1
1723,conglomeration,1
1724,verifiable,1
1725,agitate,1
1726,cost,3
1727,coss,2
1728,forging,16
1729,cosy,1
1730,pigeonholing,3
1731,foregoing,9
1732,shared,4
1733,alertness,4
1734,efficacious,1
1735,conjuror,3
1736,lustrous,4
1737,combatant,3
1738,sieve,3
1739,teacher,1
1740,sociable,2
1741,sending,15
1742,plotter,4
1743,burdensome,2
1744,ineffectiveness,2
1745,plotted,3
1746,puffer,2
1747,regardless,2
1748,extra,10
1749,sextet,3
1750,puffed,8
1751,quenching,7
1752,homiletic,1
1753,bacillary,1
1754,driest,1
1755,captivate,2
1756,wonderfully,5
1757,shaken,8
1758,slough,3
1759,cluck,1
1760,belling,1
1761,planarian,1
1762,exhibitor,1
1763,officeholder,1
1764,fortified,6
1765,purge,14
1766,stormily,2
1767,chip,8
1768,metalworks,2
1769,weighting,4
1770,octuple,1
1771,chin,1
1772,anteater,3
1773,chic,3
1774,cabalist,1
1775,lounge,5
1776,varnished,2
1777,ghettoize,1
1778,economy,1
1779,substructure,2
1780,peerless,4
1781,disgusted,6
1782,produce,5
1783,plangency,3
1784,pulverised,4
1785,corona,2
1786,nosey,2
1787,sagacity,1
1788,nosed,6
1789,deconstruction,1
1790,serving,11
1791,brain,9
1792,braid,4
1793,freckled,2
1794,voicelessness,2
1795,supernaturalist,1
1796,atonement,1
1797,correspondence,2
1798,lancers,1
1799,introduce,5
1800,emollient,4
1801,adrenaline,1
1802,taliban,1
1803,slacks,12
1804,wealthy,2
1805,inversion,4
1806,respectable,5
1807,drop,21
1808,blockheaded,2
1809,naturalization,1
1810,pommel,1
1811,unloaded,4
1812,furnishing,5
1813,ceramicist,1
1814,grouse,6
1815,gash,1
1816,systematise,1
1817,stooping,5
1818,challenger,2
1819,replay,1
1820,monitory,1
1821,naming,19
1822,systematist,1
1823,furthermore,1
1824,thirst,2
1825,marabou,1
1826,astragalus,1
1827,philharmonic,1
1828,odoriferous,4
1829,divergence,3
1830,diagnostic,1
1831,methaqualone,1
1832,gaffe,1
1833,contemplation,3
1834,digitization,1
1835,transition,2
1836,tangled,13
1837,secretiveness,1
1838,outcry,4
1839,romanic,1
1840,caldron,1
1841,blini,1
1842,blink,3
1843,consecrate,10
1844,pliant,3
1845,rind,1
1846,ring,19
1847,tame,12
1848,bollix,1
1849,thankless,1
1850,insentient,1
1851,freebie,1
1852,typographical,1
1853,misogynous,1
1854,groggy,2
1855,flighted,2
1856,asymmetric,1
1857,unionization,1
1858,kabob,1
1859,appreciated,8
1860,artificer,5
1861,recruit,5
1862,discernment,1
1863,extinguish,2
1864,profuse,1
1865,snorting,2
1866,leastways,1
1867,snout,4
1868,hookah,5
1869,mendicant,2
1870,cordoba,1
1871,attractiveness,1
1872,polaris,1
1873,steady,11
1874,unconquerable,1
1875,discoverer,2
1876,femur,2
1877,woodworker,2
1878,snack,1
1879,planless,2
1880,industrialize,1
1881,preternatural,1
1882,stain,21
1883,shrill,4
1884,granddaddy,1
1885,uncomely,1
1886,congratulations,3
1887,nuthouse,1
1888,stroll,1
1889,irritant,1
1890,florilegium,1
1891,druggist,1
1892,burst,8
1893,duelist,1
1894,recalcitrant,2
1895,tousled,2
1896,hypercapnia,1
1897,bicorn,1
1898,behavioristic,1
1899,glaze,2
1900,rollicking,10
1901,colours,16
1902,rephrase,1
1903,altercation,1
1904,import,7
1905,inoculating,5
1906,westbound,2
1907,transpose,2
1908,quondam,1
1909,soldering,1
1910,marriageable,1
1911,broil,3
1912,emigrant,2
1913,sparseness,1
1914,madness,4
1915,pestilent,1
1916,foreboding,10
1917,inexplicable,1
1918,impedimenta,1
1919,exploit,2
1920,promptness,1
1921,slogger,1
1922,charismatic,1
1923,sledding,2
1924,tropical,1
1925,dictator,1
1926,straying,13
1927,elvis,2
1928,suspected,4
1929,masonry,1
1930,coquetry,2
1931,mouton,1
1932,offbeat,2
1933,scud,3
1934,biped,1
1935,implacable,1
1936,misanthrope,1
1937,tilling,1
1938,metric,1
1939,skittishness,1
1940,snuffling,6
1941,beaver,2
1942,develop,11
1943,inquire,2
1944,quagmire,1
1945,inquiry,5
1946,sapodilla,1
1947,teras,1
1948,meteorological,2
1949,foam,2
1950,jujitsu,1
1951,unasked,1
1952,leer,1
1953,squatter,7
1954,desalinate,1
1955,preterit,1
1956,alleviate,12
1957,taxi,2
1958,battleship,1
1959,plagiarised,3
1960,sweeping,12
1961,uncoiled,1
1962,maternity,3
1963,renewed,3
1964,volubility,1
1965,verse,2
1966,silique,1
1967,disproportionate,1
1968,swim,2
1969,laundering,2
1970,staidness,1
1971,stung,6
1972,dialectics,1
1973,earnest,4
1974,using,7
1975,headpiece,2
1976,fortune,1
1977,cheerily,1
1978,ganesh,1
1979,unspoiled,2
1980,fully,1
1981,conveyancing,1
1982,output,3
1983,twelve,1
1984,falsehood,2
1985,kafir,2
1986,videodisk,1
1987,unmentionable,1
1988,walleye,1
1989,pursuance,1
1990,hemorrhage,2
1991,derisive,3
1992,unlocked,1
1993,separationism,1
1994,assembly,3
1995,indestructible,2
1996,carefulness,2
1997,innocence,2
1998,sixty,1
1999,bazaar,1
2000,aphrodite,1
2001,creaking,3
2002,piety,2
2003,devon,1
2004,backup,2
2005,freeing,15
2006,outlook,3
2007,protease,2
2008,ambrosia,2
2009,shrinking,13
2010,entrust,1
2011,intervention,2
2012,stare,1
2013,qualifying,10
2014,stark,15
2015,ordinate,2
2016,start,14
2017,politeness,2
2018,allergic,4
2019,smuggling,1
2020,pitcher,4
2021,delayed,5
2022,recoil,6
2023,omelet,1
2024,machinelike,1
2025,pitched,17
2026,fraud,20
2027,boundlessly,1
2028,embedded,5
2029,default,1
2030,aneurysm,1
2031,loneliness,4
2032,dander,1
2033,decimalization,1
2034,stigmata,4
2035,pickax,1
2036,confab,8
2037,appraising,8
2038,trample,1
2039,instantly,2
2040,poor,5
2041,poop,6
2042,fledgeling,5
2043,whistling,2
2044,pool,6
2045,titillating,5
2046,smooch,1
2047,deary,1
2048,stockpile,1
2049,satirize,1
2050,prying,9
2051,overseas,1
2052,interspecies,1
2053,pique,8
2054,thoughtful,6
2055,unblock,1
2056,religious,3
2057,corps,2
2058,pledged,8
2059,dumpling,1
2060,dubiousness,4
2061,congee,1
2062,fountain,2
2063,resounding,6
2064,candelabrum,1
2065,horror,2
2066,coloured,14
2067,decide,2
2068,anarchical,1
2069,ceaseless,5
2070,fusillade,1
2071,throbbing,7
2072,locomotive,2
2073,nullity,1
2074,primaeval,1
2075,mikado,1
2076,orgasm,1
2077,enfeeble,1
2078,hamper,5
2079,bass,1
2080,dissertation,1
2081,investing,13
2082,learner,1
2083,lurch,8
2084,steadying,5
2085,learned,19
2086,burglarize,1
2087,ferocious,1
2088,scoffing,3
2089,halfway,2
2090,excess,22
2091,eventful,1
2092,arena,4
2093,conviction,2
2094,outgrowth,2
2095,inspired,14
2096,losses,8
2097,heroin,1
2098,advertising,11
2099,decumbent,1
2100,diagramming,2
2101,marginal,1
2102,put,8
2103,conventional,7
2104,revelation,3
2105,habituation,3
2106,spectrogram,1
2107,bash,4
2108,lowering,6
2109,unlearned,2
2110,diol,1
2111,quickening,14
2112,pretense,23
2113,italicize,1
2114,grill,2
2115,pollack,1
2116,jujutsu,2
2117,titillated,2
2118,cubist,1
2119,rejuvenate,1
2120,subaquatic,4
2121,phrase,3
2122,publicise,2
2123,cheering,10
2124,utilize,2
2125,unlucky,2
2126,cookhouse,1
2127,individualistic,1
2128,reject,8
2129,vigilance,1
2130,copiously,1
2131,communicating,6
2132,horizontal,5
2133,compulsory,2
2134,diabolically,1
2135,criticize,1
2136,mobilise,2
2137,sodomy,1
2138,raciness,3
2139,thermal,2
2140,prowler,1
2141,miter,1
2142,heron,1
2143,autoclave,2
2144,rabble,2
2145,evening,3
2146,slighter,2
2147,permissible,1
2148,liquefied,4
2149,bless,1
2150,radial,1
2151,fairy,4
2152,obligated,5
2153,predatory,4
2154,groundball,1
2155,transcribe,1
2156,restless,2
2157,exasperated,6
2158,punitive,1
2159,heave,13
2160,anarchy,1
2161,splattered,8
2162,jolly,10
2163,equate,2
2164,safety,3
2165,shrivel,1
2166,favored,6
2167,toiling,7
2168,brightest,2
2169,hapless,4
2170,turnout,6
2171,loads,28
2172,unresolved,1
2173,apocalypse,1
2174,crape,4
2175,craps,13
2176,equating,8
2177,horse,5
2178,blossom,2
2179,reflectivity,1
2180,station,3
2181,seafaring,3
2182,hundred,1
2183,merciless,1
2184,trapped,8
2185,basal,3
2186,boredom,1
2187,consonant,5
2188,leotard,1
2189,indrawn,1
2190,totaliser,1
2191,grey,7
2192,hesitating,4
2193,breadbasket,2
2194,garrison,1
2195,refrigerating,1
2196,procedural,1
2197,footnote,2
2198,heaviest,1
2199,overstate,2
2200,randomly,3
2201,yowl,3
2202,organs,2
2203,boorish,3
2204,adrift,5
2205,cave,2
2206,barmy,18
2207,kindliness,1
2208,aired,10
2209,caliber,1
2210,hired,9
2211,bustier,7
2212,raving,5
2213,apposite,1
2214,ballyhoo,2
2215,sturdy,3
2216,moonshine,2
2217,tubed,1
2218,dunkers,2
2219,astern,1
2220,tramline,1
2221,physics,4
2222,stalked,3
2223,beatniks,2
2224,velvety,1
2225,heavens,5
2226,excise,1
2227,distressing,8
2228,justice,20
2229,ikon,1
2230,grocery,1
2231,strut,4
2232,strum,1
2233,somberness,2
2234,fluff,12
2235,chasten,12
2236,retaliation,1
2237,doctrinaire,1
2238,patriotism,1
2239,culture,3
2240,venerate,5
2241,drenching,6
2242,howler,2
2243,close,26
2244,footling,12
2245,seductively,1
2246,honour,5
2247,interjection,3
2248,stagnation,1
2249,bettor,1
2250,missing,10
2251,conjoin,1
2252,spray,4
2253,ranked,7
2254,dammar,1
2255,abruptly,1
2256,circumstantially,2
2257,jawed,22
2258,forgotten,4
2259,vault,2
2260,typification,1
2261,experimental,1
2262,expendable,1
2263,subsidised,2
2264,sublease,1
2265,enology,1
2266,celluloid,2
2267,destructor,1
2268,threaten,4
2269,brusqueness,3
2270,empty,7
2271,misconceive,2
2272,modelling,9
2273,sudra,1
2274,flukey,1
2275,furrow,4
2276,pact,1
2277,intriguing,4
2278,romanise,1
2279,suppositional,2
2280,pace,7
2281,confederacy,2
2282,guide,8
2283,sombre,2
2284,pack,9
2285,incased,3
2286,costly,5
2287,ovolo,1
2288,forebear,1
2289,sluice,2
2290,queue,1
2291,grant,9
2292,trilobate,1
2293,grand,28
2294,energizing,9
2295,photogravure,1
2296,impious,1
2297,fatty,3
2298,banter,12
2299,bellying,4
2300,obviously,4
2301,synopsis,1
2302,calibrated,2
2303,consistency,1
2304,romanticize,3
2305,pillory,1
2306,bearer,2
2307,shivering,6
2308,reviewer,1
2309,questioner,2
2310,informal,1
2311,shortcut,1
2312,showing,23
2313,ruff,4
2314,dearly,1
2315,incrimination,1
2316,baseness,1
2317,envisioned,11
2318,maltreatment,1
2319,popular,7
2320,softness,9
2321,adulterous,2
2322,deepness,4
2323,sketch,12
2324,coney,2
2325,economic,2
2326,callousness,2
2327,butylene,1
2328,dilapidated,3
2329,spouting,9
2330,benzine,1
2331,benefactor,1
2332,smothered,10
2333,offside,1
2334,compulsiveness,1
2335,monarchical,1
2336,papaw,1
2337,silence,4
2338,infuriating,4
2339,nonplused,15
2340,extemporaneous,7
2341,withholding,3
2342,filaria,1
2343,inclose,1
2344,fettuccine,1
2345,scope,4
2346,prolongation,4
2347,limpid,7
2348,politic,2
2349,preparative,1
2350,desalination,1
2351,similar,6
2352,hesitantly,1
2353,ordered,19
2354,accessibility,2
2355,orderer,2
2356,evocative,2
2357,aeronautical,1
2358,dashed,12
2359,application,4
2360,wiener,2
2361,inglorious,4
2362,arithmetic,1
2363,testate,1
2364,excitation,3
2365,graphically,1
2366,aesthetically,1
2367,resolving,9
2368,orbit,3
2369,utilised,4
2370,bribe,1
2371,everywhere,1
2372,rapscallion,4
2373,compact,17
2374,birthplace,2
2375,stunned,9
2376,nippon,1
2377,inaccessibility,1
2378,friendly,19
2379,unabridged,1
2380,wave,11
2381,disinter,1
2382,wavy,2
2383,rattling,11
2384,telling,21
2385,tenet,1
2386,nausea,1
2387,amidship,2
2388,compassionate,3
2389,watered,2
2390,evangelize,1
2391,sannyasin,1
2392,mujahidin,5
2393,jump,14
2394,notwithstanding,6
2395,clangor,2
2396,pitilessly,2
2397,unsynchronized,1
2398,vampire,1
2399,upsetting,8
2400,kidnapper,1
2401,pancake,1
2402,brunet,1
2403,convert,4
2404,gent,6
2405,avaricious,13
2406,gene,1
2407,spiraea,1
2408,foresee,2
2409,adroitness,1
2410,manage,5
2411,marketable,2
2412,depreciate,4
2413,denigrating,14
2414,salvager,1
2415,visibility,1
2416,charming,30
2417,appointed,7
2418,blithely,1
2419,meek,3
2420,consort,4
2421,lapse,13
2422,recession,3
2423,meet,14
2424,tubocurarine,1
2425,unveiled,3
2426,links,14
2427,risque,1
2428,synchronism,2
2429,inviolate,1
2430,sought,5
2431,synchronise,2
2432,embodiment,2
2433,paleobiology,1
2434,meanwhile,1
2435,nark,5
2436,nard,1
2437,filament,2
2438,custodial,2
2439,farm,3
2440,peeling,8
2441,fart,2
2442,fouled,9
2443,boche,1
2444,scoop,4
2445,encyclopedia,3
2446,encyclopedic,1
2447,monocot,1
2448,sigmoid,1
2449,gynecology,1
2450,materiality,1
2451,gunman,3
2452,thence,3
2453,temporal,1
2454,preexisting,1
2455,articulation,4
2456,wells,4
2457,frontal,3
2458,subtraction,1
2459,stout,3
2460,slide,5
2461,prevailing,11
2462,combinatory,4
2463,anklet,1
2464,constitute,3
2465,investigative,1
2466,mollusk,2
2467,bloodletting,1
2468,special,3
2469,butch,3
2470,littered,1
2471,revoltingly,1
2472,birthing,3
2473,teetotaler,1
2474,cause,37
2475,muddiness,1
2476,sneer,6
2477,evidential,1
2478,yodeling,3
2479,determining,15
2480,galling,11
2481,times,6
2482,tonicity,1
2483,projectile,2
2484,timed,2
2485,maddened,2
2486,powerful,5
2487,cramp,2
2488,randomized,3
2489,bitch,7
2490,nervily,1
2491,niggardliness,1
2492,superannuation,1
2493,wrapper,3
2494,wrapped,11
2495,trave,1
2496,goiter,1
2497,nitrocellulose,1
2498,yips,2
2499,caravansary,2
2500,newlywed,1
2501,neologism,2
2502,girdle,7
2503,thrashing,17
2504,enforced,5
2505,earful,1
2506,bastard,9
2507,battler,1
2508,bloodbath,2
2509,jaunt,2
2510,grounding,10
2511,venereal,1
2512,fossilization,1
2513,vengeance,1
2514,cosecant,1
2515,counterbalance,10
2516,energise,1
2517,intrinsic,3
2518,gallery,2
2519,calving,1
2520,insured,10
2521,overmuch,2
2522,astonishing,6
2523,constrain,3
2524,skunk,14
2525,splintering,3
2526,halting,12
2527,diametric,2
2528,beatific,3
2529,vermillion,1
2530,ottoman,6
2531,lowlands,1
2532,unfinished,3
2533,nitrous,1
2534,gelatinous,1
2535,hector,1
2536,inherited,2
2537,achieve,3
2538,escritoire,1
2539,exaltation,4
2540,maritime,2
2541,years,3
2542,tobacco,1
2543,imperious,2
2544,slimed,4
2545,embryonic,2
2546,caning,9
2547,canine,2
2548,bollock,3
2549,finiteness,2
2550,cowpoke,2
2551,nightmare,1
2552,southward,2
2553,unshaven,1
2554,tendency,1
2555,biological,1
2556,understood,11
2557,nonnatural,3
2558,sanitization,1
2559,tyro,1
2560,tent,1
2561,overrating,1
2562,determinative,2
2563,plenteous,1
2564,roundly,2
2565,hurrying,6
2566,interfere,1
2567,kicking,4
2568,magi,1
2569,merry,10
2570,aslant,6
2571,inundate,1
2572,sniff,1
2573,monstrously,3
2574,revitalized,4
2575,bellboy,2
2576,heavenward,2
2577,nymph,1
2578,estimation,2
2579,tuesday,1
2580,paranormal,2
2581,riband,1
2582,cent,2
2583,gambling,6
2584,pontus,1
2585,controlled,15
2586,controller,3
2587,smoking,2
2588,noiselessly,1
2589,judicature,5
2590,dynamism,5
2591,riposte,4
2592,piloting,3
2593,examiner,2
2594,goring,1
2595,surface,4
2596,hearten,1
2597,cartographic,1
2598,intermixture,2
2599,dandified,2
2600,parts,25
2601,speaker,2
2602,northwest,1
2603,party,2
2604,subserviently,1
2605,stableboy,2
2606,proscribe,1
2607,colouring,8
2608,destruction,4
2609,placating,8
2610,rife,4
2611,insurmountable,1
2612,riff,1
2613,dressed,24
2614,advertiser,1
2615,discord,4
2616,increasingly,1
2617,cavalryman,3
2618,distant,7
2619,sorted,7
2620,dais,5
2621,density,1
2622,riverside,1
2623,spiritualism,2
2624,annulet,1
2625,disappearance,2
2626,canted,7
2627,propeller,1
2628,intersection,6
2629,loss,3
2630,teahouse,1
2631,necessary,14
2632,lost,14
2633,lose,3
2634,parceling,3
2635,grama,1
2636,home,19
2637,leery,2
2638,pinpoint,1
2639,overlay,3
2640,steaming,3
2641,broad,14
2642,grinding,12
2643,cradle,4
2644,inflammation,6
2645,percolate,1
2646,fanny,9
2647,demonstrated,13
2648,reaching,13
2649,kvetch,1
2650,pulpy,1
2651,refuge,2
2652,unhinged,7
2653,roguishness,1
2654,nightclub,2
2655,fuddle,6
2656,cocos,2
2657,fettered,3
2658,previously,1
2659,dumfounded,3
2660,pointless,2
2661,cyclorama,1
2662,additional,2
2663,inconstancy,3
2664,hemopoietic,3
2665,multistorey,1
2666,captainship,1
2667,furosemide,1
2668,north,4
2669,echter,2
2670,admonish,3
2671,gain,7
2672,wince,7
2673,sprinkling,11
2674,winch,1
2675,highest,1
2676,nepali,1
2677,schemozzle,1
2678,rumba,1
2679,scoffingly,1
2680,display,5
2681,urging,16
2682,marketplace,1
2683,universal,3
2684,kisser,1
2685,exogenous,1
2686,beats,46
2687,education,18
2688,voguish,1
2689,spellbinding,9
2690,star,15
2691,traditionalist,1
2692,stay,13
2693,stag,9
2694,foil,6
2695,backstage,1
2696,doggedly,1
2697,tomcat,1
2698,duckbill,2
2699,atheist,2
2700,chasidim,2
2701,chasidic,1
2702,foreshadowing,14
2703,unimaginative,3
2704,circumlocution,12
2705,elegy,1
2706,perverted,20
2707,aides,5
2708,schmuck,2
2709,unsheathed,1
2710,unfeeling,3
2711,buddy,2
2712,pasang,1
2713,swan,12
2714,disability,1
2715,sinew,1
2716,unionized,8
2717,sweltering,1
2718,swap,1
2719,recycle,2
2720,sorry,13
2721,sway,2
2722,collaborate,1
2723,void,12
2724,redact,4
2725,confederate,4
2726,deplorably,2
2727,immunized,6
2728,unrelated,1
2729,enhance,1
2730,deplorable,6
2731,likely,12
2732,causeless,2
2733,huffing,5
2734,subordinate,5
2735,ignominiously,3
2736,foregrounding,3
2737,fjord,1
2738,reviving,13
2739,systematizer,1
2740,appressed,1
2741,tranquillizer,1
2742,lucrative,1
2743,intrigue,4
2744,fantastic,6
2745,myanmar,1
2746,kinesthetic,1
2747,serialize,1
2748,sliced,4
2749,baptists,1
2750,remould,1
2751,tutelage,2
2752,rationalise,3
2753,rationalism,1
2754,survive,3
2755,tenacity,3
2756,mutant,3
2757,dogma,1
2758,centerboard,1
2759,phraseology,1
2760,rook,5
2761,room,3
2762,interposition,3
2763,wadding,4
2764,exploitative,1
2765,root,6
2766,buffoonery,4
2767,unmarked,2
2768,purgative,1
2769,bellman,1
2770,loathe,1
2771,motherliness,1
2772,titular,1
2773,elicited,11
2774,arboreal,3
2775,amazing,18
2776,footwear,1
2777,vicious,12
2778,hypnogogic,1
2779,synchrony,1
2780,third,3
2781,broaden,1
2782,fictitious,5
2783,pasteurized,2
2784,goodbye,2
2785,slumberous,1
2786,operate,4
2787,apse,1
2788,twinned,5
2789,peewit,1
2790,fable,2
2791,windshield,1
2792,styptic,1
2793,deathly,1
2794,personal,1
2795,hezbollah,2
2796,crew,2
2797,stalemate,2
2798,combination,2
2799,genovese,1
2800,glazed,5
2801,downright,1
2802,discomposure,1
2803,superficiality,1
2804,ventilation,2
2805,discipline,4
2806,ducking,12
2807,interpolation,1
2808,clavicle,1
2809,lofty,8
2810,calmly,1
2811,cardiopulmonary,1
2812,trading,7
2813,aids,6
2814,unbound,1
2815,detestation,2
2816,palaver,14
2817,blowzy,1
2818,mesmerised,9
2819,telecommunication,1
2820,resume,3
2821,intersex,1
2822,ascending,5
2823,systematisation,2
2824,abate,10
2825,infix,2
2826,mobocracy,1
2827,chortle,1
2828,glued,3
2829,cosmic,1
2830,chinked,5
2831,enraged,4
2832,lettuce,10
2833,warped,6
2834,provencal,1
2835,untechnical,1
2836,rashness,2
2837,discompose,2
2838,usurer,1
2839,reprobate,3
2840,foreclose,5
2841,digs,28
2842,requisite,2
2843,matting,5
2844,nail,2
2845,homogenized,3
2846,bitterness,7
2847,fabulous,4
